J1.1,160,J1.3,165,,J2.1,150,J2.3,150
J1.4,115,,165,,,130,,150
,160,,165,,,150,,150
,115,,160,,,130,,150
,160,,160,,,150,,150
,110,,160,,,130,,150
,155,,160,,,150,,150
,115,,160,,,130,,150
,155,,160,,,150,,150
,115,,160,,,130,,150
,155,,160,,,150,,150
,115,,155,,,135,,150
,155,,155,,,150,,150
,115,,155,,,GND,,150
,155,,155,,,150,,150
,115,,155,,,140,,155
,155,,155,,,GND,,155
,115,,155,,,145,,160
,155,,155,,,150,,155
,120,,155,,,145,,150
,155,,155,,,150,,150
,120,,155,,,145,,155
,150,,150,,,150,,155
,120,,150,,,150,,155
,150,,150,,,155,,155
,120,,150,,,150,,160
,150,,150,,,155,,160
,120,,150,,,150,,160
,150,,150,,,155,,160
,120,,150,,,155,,160
,150,,150,,,160,,160
,125,,150,,,155,,160